product_id,product_name,current_url
103337,Verlobungsring Naola,https://www.glamira.de/glamira-ring-naola.html?alloy=white-585&stone2=diamond-Brillant&stone3=diamond-Brillant&diamond=opal
108765,Inel de Logodnă Bayamine 1.0 crt,https://www.glamira.ro/glamira-ring-bayamine-1.0-crt.html?alloy=white-585&diamond=diamond-sapphire&stone2=diamond-sapphire
84843,Engagement Ring Ashley,https://www.glamira.com.au/glamira-ring-ashley.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Brillant&stone3=diamond-Brillant&synthetic=labdiamond
97845,Verlovingsring Alonnisos,https://www.glamira.nl/glamira-ringen-alonnisos.html?alloy=yellow-750&diamond=diamond-sapphire&stone2=diamond-Brillant
90186,Glamira Initials Anhänger J,https://www.glamira.at/glamira-initials-anhanger-j.html
84806,GLAMIRA Bague Rosalie,https://www.glamira.fr/glamira-bague-rosalie.html?alloy=red-750&diamond=diamond-Brillant
103324,Verlobungsring Zanyria,https://www.glamira.de/glamira-ring-zanyria.html?itm_source=recommendation&itm_medium=sorting&alloy=yellow-585
90474,Trauring Celtic Way,https://www.glamira.de/celtic-way.html?itm_source=recommendation&itm_medium=sorting&alloy=yellow_white-375
92389,Engagement Ring Aldea,https://www.glamira.co.uk/glamira-ring-aldea.html?diamond=diamond-sapphire&stone2=diamond-sapphire&alloy=white_yellow-375
103508,GLAMIRA Ring Vontasia,https://www.glamira.co.za/glamira-ring-vontasia.html?diamond=bluediamond&alloy=white-375&stone2=diamond-sapphire
102717,Cercei Dama Kinnadie,https://www.glamira.ro/glamira-earring-kinnadie.html?stone2=diamond-Brillant&diamond=sapphire&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion&alloy=yellow-585
104038,Women's Earring Hanellie,https://www.glamira.co.uk/glamira-earring-hanellie.html?diamond=diamond-Brillant&alloy=white-375
98246,Zásnubný prsteň Titina,https://www.glamira.sk/glamira-ring-titina.html?alloy=white-585&diamond=diamond-Brillant
98087,Vjenčani prsten White Innocence 5 mm,https://www.glamira.hr/white-innocence-5-mm.html?stone=diamond-Zirconia&alloy=yellow-375
98411,GLAMIRA Ring Aello,https://www.glamira.com.au/glamira-ring-aello.html?alloy=white_red-585
110463,Colgante para hombre Sean,https://www.glamira.cl/glamira-pendant-sean.html?alloy=red-585
110497,Verlobungsring Denisa,https://www.glamira.de/glamira-ring-denisa.html?alloy=yellow-585&diamond=ruby&stone2=diamond-Brillant&stone3=diamond-Brillant
90736,Zaručnički prsten Gratia,https://www.glamira.hr/glamira-ring-gratia.html?diamond=diamond-Brillant&alloy=red-585
102504,GLAMIRA Prsten Tamriel,https://www.glamira.cz/glamira-prsten-tamriel.html?alloy=white-585&diamond=blackdiamond&stone2=black-onyx
97833,Verlovingsring Skopleos,https://www.glamira.be/glamira-ringen-skopleos.html?alloy=yellow-375&diamond=diamond-Brillant&stone2=diamond-Brillant
90183,Glamira Initials Anhänger G,https://www.glamira.at/glamira-initials-anhanger-g.html
89607,Herrenring Ramses,https://www.glamira.de/glamira-herren-ring-ramses.html?alloy=yellow-750&diamond=amethyst
111200,Trauring Confident Connection 6 mm,https://www.glamira.de/confident-connection-6-mm.html?stone=diamond-Zirconia&alloy=yellow-375
92983,Ringe til kvinder Classic Legend 2mm,https://www.glamira.dk/ringe-til-kvinder-classic-legend-2mm.html?alloy=yellow-585&stone=diamond-Brillant
91040,Verlovingsring Joy 0.5crt,https://www.glamira.nl/glamira-ringen-joy-0.5crt.html?alloy=white-375&diamond=greendiamond
98375,Дамска гривна Chomac,https://www.glamira.bg/glamira-bracelet-chomac.html?diamond=ruby&alloy=yellow-585
97916,Damen halskette Sipura,https://www.glamira.de/glamira-halskette-sipura.html?alloy=yellow-585&diamond=diamond-Brillant
91896,Women's Pendant Elbertina Ø10 mm,https://www.glamira.com.au/glamira-pendant-elbertina-o10-mm.html?alloy=white-585&pearl=black_pearl
92485,Damen halskette Elsie,https://www.glamira.de/glamira-halskette-elsie.html?alloy=red-375&diamond=diamond-Swarovsky
109829,Damen halskette Jabril,https://www.glamira.de/glamira-halskette-jabril.html?alloy=yellow-585&diamond=diamond-Brillant&stone2=diamond-Swarovsky
96627,GLAMIRA Inel Elsa,https://www.glamira.ro/glamira-ring-elsa.html?diamond=blackdiamond&stone2=diamond-Brillant&alloy=white-silber
110628,Engagement Ring Cindy 1.0 crt,https://www.glamira.com.au/glamira-ring-cindy-1.0-crt.html?alloy=red-585&diamond=diamond-Brillant&synthetic=labdiamond&stone2=diamond-Brillant
103338,Verlobungsring Nakomis,https://www.glamira.de/glamira-ring-nakomis.html?diamond=diamond-Brillant&stone2=diamond-Brillant&stone3=diamond-Brillant&alloy=red-585
92225,Verlobungsring Tibelda,https://www.glamira.de/glamira-ring-tibelda.html?diamond=ruby&alloy=yellow-750&stone2=diamond-Brillant
90940,Verlobungsring Bridal Rise 0.5crt,https://www.glamira.de/glamira-ring-bridal-rise-0-5crt.html?alloy=white_yellow-750&diamond=diamond-sapphire
89526,Kvinnens ørering Nicky,https://www.glamira.no/glamira-orering-nicky.html?stone2=diamond-Swarovsky&alloy=white-375&diamond=sapphire-Swarovsky
89433,Engagement Ring Nicole,https://www.glamira.co.uk/glamira-ring-nicole.html?alloy=white_red-585
92372,Pierścionek zaręczynowy Sadie 1.0 crt,https://www.glamira.pl/glamira-pierscionki-sadie-1.0-crt.html?alloy=white-platin&stone2=diamond-Swarovsky&diamond=diamond-Brillant&stone3=diamond-Swarovsky
95474,Anello da uomo Silverio,https://www.glamira.it/anelli-da-uomo-glamira-silverio.html?alloy=white-750&diamond=ruby
103503,Glamira Gyűrű Sophronia,https://www.glamira.hu/glamira-gyuru-sophronia.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Brillant
92080,Damen anhänger Queen,https://www.glamira.de/glamira-anhanger-queen.html?alloy=yellow-750&diamond=ruby&pearl=white_pearl
92394,GLAMIRA Ring Emmy,https://www.glamira.se/glamira-ring-emmy.html?alloy=yellow-585&stone2=diamond-Brillant&diamond=ruby
90735,Engagement Ring Helios,https://www.glamira.com.au/glamira-ring-helios.html?alloy=white_red-585&diamond=diamond-Brillant
97813,GLAMIRA Ring Alula,https://www.glamira.de/glamira-ring-alula.html?diamond=diamond-Brillant&alloy=yellow-375
103332,Zaručnički prsten Sarolta,https://www.glamira.hr/glamira-ring-sarolta.html?diamond=opal&stone2=diamond-Swarovsky&stone3=diamond-Brillant&alloy=red-585
95536,Engagement Ring Nettle,https://www.glamira.com.au/glamira-ring-nettle.html?stone3=diamond-Swarovsky&alloy=yellow_white-585&diamond=bluediamond&stone2=greendiamond
97112,Trauring White Drop,https://www.glamira.de/white-drop.html?stone=diamond-Brillant&alloy=white_red-platin_585
98267,Women's Ring Linderoth,https://www.glamira.com.au/glamira-ring-linderoth.html?gclid=CjwKCAjwt-L2BRA_EiwAacX32aSEY2PkUob58LPkeBLvVn52B3vs7NvCTJMEEiQPV8ncLvuLp871jRoC250QAvD_BwE&diamond=diamond-Brillant&alloy=red_white-585
89508,Gemelo Inspiring Whisper,https://www.glamira.com.co/glamira-gemelo-inspiring-whisper.html?stone2=diamond-Swarovsky&diamond=diamond-Brillant&alloy=white-585
95771,Women's ring Heavenly Dream 3mm,https://www.glamira.co.uk/women's-ring-heavenly-dream-3mm.html?alloy=yellow_white-375&itm_medium=sorting&itm_source=recommendation&stone=diamond-Brillant
109568,Verlobungsringe Minivera,https://www.glamira.ch/glamira-ringe-minivera.html?alloy=white-585&diamond=greendiamond&stone2=diamond-sapphire
90763,Bridal Set Blooming,https://www.glamira.co.za/glamira-bridal-set-blooming.html?alloy=white-585&diamond=diamond-Brillant
96103,Women's Wedding Ring Alluring Breath 4 mm,https://www.glamira.com.au/women's-ring-alluring-breath-4-mm.html?alloy=white-silber
91077,Zásnubný prsteň Belva 0.16 crt,https://www.glamira.sk/glamira-ring-belva-0.16-crt.html?diamond=diamond-Brillant&alloy=yellow-585
92296,Verlobungsring Brianna 0.25 crt,https://www.glamira.de/glamira-ring-brianna-0-25-crt.html?alloy=yellow_white-750&diamond=diamond-Brillant&stone2=diamond-Brillant
101346,Mies sormus Undrais,https://www.glamira.fi/glamira-miesten-sormus-undrais.html?alloy=yellow_white-375
93202,Classic Day 7 mm,https://www.glamira.com.ar/classic-day-7-mm.html?alloy=white-750
92311,Verlobungsring Effie 0.16 crt,https://www.glamira.de/glamira-ring-effie-0-16-crt.html?alloy=yellow_white-585&diamond=diamond-Brillant
92790,Ehering Classic Choice 3 mm,https://www.glamira.at/classic-choice-3-mm.html?gclid=CjwKCAjwt-L2BRA_EiwAacX32aVOAQZ_2fuhbc2xJ6LlgHnkoKgBVb_hW3PBQ05tnX3afLP81j2yPBoCmPkQAvD_BwE&alloy=white-375
97816,Engagement Ring Kabena,https://www.glamira.com.au/glamira-ring-kabena.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Brillant
101102,Fede nuziale Golden Heart 5 mm,https://www.glamira.it/golden-heart-5-mm.html?gclid=EAIaIQobChMItLOE7_bn6QIVlcS7CB2dwQ0nEAEYASAFEgJq0_D_BwE&alloy=white-375
103120,Verlobungsring Aubriel,https://www.glamira.de/glamira-ring-aubriel.html?diamond=ruby&stone3=emerald&stone2=blackdiamond&alloy=white-750
92075,Damen anhänger Vinny Ø6 mm,https://www.glamira.de/glamira-anhanger-vinny-o6-mm.html?alloy=yellow-750&diamond=diamond-sapphire&pearl=black_pearl
89599,Anello da uomo Heroic,https://www.glamira.it/anelli-da-uomo-glamira-heroic.html?alloy=yellow-375&diamond=emerald-Swarovsky
89464,GLAMIRA Prsten Rachel,https://www.glamira.cz/glamira-prsten-rachel.html?alloy=white-585&diamond=garnet
102773,GLAMIRA Pendant Keviona Ø6 mm,https://www.glamira.com/glamira-pendant-keviona-o6-mm.html?alloy=yellow-585&diamond=pinksapphire&pearl=white_pearl
99549,Мъжки обеци Botulf,https://www.glamira.bg/glamira-men-earring-botulf.html?alloy=yellow-375&diamond=blackdiamond
92018,Damen ohrring Nella,https://www.glamira.de/glamira-ohrringe-nella.html?alloy=white-silber&diamond=diamond-sapphire&pearl=red_pearl
104413,Mannens ring Denis,https://www.glamira.no/glamira-herreringe-denis.html?alloy=white-platin&diamond=diamond-Brillant&stone2=diamond-Brillant
90419,Damen anhänger Despina,https://www.glamira.de/glamira-anhanger-despina.html?diamond=diamond-Brillant&gclid=CjwKCAjwt-L2BRA_EiwAacX32bG5TjRerNKx-KY5dxde9hEI-by8s3HLJctds-rHyarBB5kUouy7RxoC1sMQAvD_BwE&alloy=yellow-750
109494,Damen anhänger Lisa,https://www.glamira.de/glamira-anhanger-lisa.html?alloy=white_red-585&diamond=yellowdiamond
103412,Verlobungsring Linderoth 0.5 crt,https://www.glamira.de/glamira-ring-linderoth-0-5-crt.html?alloy=white_red-375&diamond=diamond-Brillant&synthetic=labdiamond
104278,Kvinnens ørering Abby,https://www.glamira.no/glamira-orering-abby.html?alloy=white-375&diamond=diamond-Swarovsky
92443,Dames Oorbellen Peyton,https://www.glamira.nl/glamira-oorbel-peyton.html?alloy=white-750&diamond=diamond-sapphire
101153,Women's Ring Fever Life 3 mm,https://www.glamira.com.au/women's-ring-fever-life-3-mm.html?alloy=white_red-585&stone=diamond-Brillant
109531,Naise ripats Yvette,https://www.glamira.ee/glamira-pendant-yvette.html?diamond=diamond-Brillant&alloy=white-silber
98431,GLAMIRA Ring Gavina,https://www.glamira.com.au/glamira-ring-gavina.html?alloy=white_red-585
95498,Anello da uomo Rafael,https://www.glamira.it/anelli-da-uomo-glamira-rafael.html?alloy=yellow_white-375&diamond=ruby&stone2=cabochon-Onyx
96597,Eljegyzési gyűrű Salbatora,https://www.glamira.hu/glamira-gyuru-salbatora.html?alloy=white-585&diamond=bluediamond&stone2=diamond-Brillant&stone3=diamond-Brillant
85082,Herrenring Charming Silk,https://www.ring-paare.de/herrenring-charming-silk.html?alloy=red-750
110410,Herren-Anhänger Isaac,https://www.glamira.de/glamira-herren-anhanger-isaac.html?alloy=white-750&diamond=diamond-Brillant
102107,Bratari copii Fabiolita,https://www.glamira.ro/glamira-bracelet-fabiolita.html?alloy=yellow-375&diamond=diamond-Brillant
103207,Zásnubný prsteň Zanessa,https://www.glamira.sk/glamira-ring-zanessa.html?synthetic=labdiamond&diamond=diamond-Brillant&alloy=white-585
92327,Anello di fidanzamento Jemma 1.0 crt,https://www.glamira.it/glamira-anello-jemma-1.0-crt.html?alloy=white-375&diamond=bluediamond
85809,Damen anhänger Maria,https://www.glamira.de/glamira-anhanger-maria.html?alloy=red-585&diamond=diamond-sapphire
98728,Women's Wedding Ring Pure Love 4 mm,https://www.glamira.sg/women-s-ring-pure-love-4-mm.html?alloy=white-375&stone=diamond-Zirconia
110979,Wedding Ring Confident Gift 5 mm,https://www.glamira.com.ph/confident-gift-5-mm.html?alloy=white-585&stone=diamond-Zirconia
99316,Wedding Ring Sense Muse 4 mm,https://www.glamira.co.uk/sense-muse-4-mm.html?campaignid=1492025010&gclid=EAIaIQobChMI8_S3nvXn6QIVXoBQBh0wtgtkEAQYCiABEgJIyvD_BwE&alloy=red_white-375
111304,Női medál Samara,https://www.glamira.hu/glamira-medal-samara.html?alloy=white_red-585&diamond=diamond-Swarovsky
104496,Damen anhänger Keshondra,https://www.glamira.at/glamira-anhanger-keshondra.html?alloy=yellow-375&diamond=ruby-cabochon&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky
91200,Gemelo Archibaldo,https://www.glamira.com.co/glamira-gemelo-archibaldo.html?stone2=cabochon-Onyx&diamond=yellow-sapphire&alloy=red-375
90167,Engagement Ring Gianna,https://www.glamira.com.au/glamira-ring-gianna.html?diamond=sapphire
80263,Fede nuziale Brilliant Dawn,https://www.glamira.it/brilliant-dawn.html?alloy=red-585&stone=diamond-Brillant
98449,GLAMIRA Ring Milla,https://www.glamira.com.au/glamira-ring-milla.html?alloy=white_red-585
104774,Wedding Ring Sense Beauty 5 mm,https://www.glamira.sg/sense-beauty-5-mm.html?stone=diamond-Zirconia&alloy=red-750
90834,Engagement Ring Alina 0.16 crt,https://www.glamira.com.au/glamira-ring-alina-0.16-crt.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-sapphire
96442,Eljegyzési gyűrű Empire,https://www.glamira.hu/glamira-gyuru-empire.html?alloy=white_red-585&diamond=diamond-Brillant&stone2=diamond-Brillant
99558,Orecchino da uomo Kmetov,https://www.glamira.it/orecchini-da-uomo-glamira-kmetov.html?alloy=yellow-750&diamond=diamond-Brillant
91013,Verlobungsring Hayley 2.15crt,https://www.glamira.de/glamira-ring-hayley-2-15crt.html?alloy=white-585&diamond=diamond-Brillant
104418,Men's Ring Lorin,https://www.glamira.com.au/glamira-men's-ring-lorin.html?alloy=white-silber&diamond=diamond-Brillant&stone2=diamond-sapphire
95242,Engagement Ring Phillipa 3.0 crt,https://www.glamira.com.au/glamira-ring-phillipa-3.0-crt.html?alloy=white-palladium&diamond=green-sapphire&stone2=diamond-Brillant
89591,Herrenring Ares,https://www.glamira.de/glamira-herren-ring-ares.html?alloy=white-platin&diamond=blackdiamond
100059,Boucle d'oreille femme Akmar,https://www.glamira.fr/glamira-boucles-d'oreilles-akmar.html?alloy=white-375&diamond=diamond-sapphire&stone2=diamond-Swarovsky
99821,Boucle d'oreille femme Benian,https://www.glamira.fr/glamira-boucles-d'oreilles-benian.html?alloy=white-585&diamond=smoke-quartz
90272,GLAMIRA Ring Edrie,https://www.glamira.de/glamira-ring-edrie.html?diamond=diamond-Brillant&alloy=white-585
102738,Damen anhänger Leyasia Ø8 mm,https://www.glamira.de/glamira-anhanger-leyasia-o8-mm.html?alloy=yellow-750&pearl=black_pearl
96672,Годежен пръстен Torrone,https://www.glamira.bg/glamira-ring-torrone.html?diamond=blackdiamond&stone2=diamond-Brillant&alloy=white-585
92173,Forlovelsesring Almira 1.0 crt,https://www.glamira.no/glamira-ringer-almira-1.0-crt.html?alloy=red-375&diamond=ruby
106774,Fede nuziale Immortal Chic 4 mm,https://www.glamira.it/immortal-chic-4-mm.html?gclid=CjwKCAjwt-L2BRA_EiwAacX32VYbevfqnLv7zTJoU5R9nth7-33luGjhpUJgwBBhnGa2aoIL1IX8RxoCPWoQAvD_BwE&alloy=red_white-750
91038,Zásnubný prsteň Joy 0.25crt,https://www.glamira.sk/glamira-ring-joy-0.25crt.html?alloy=white-585&diamond=diamond-Brillant
89451,GLAMIRA Ring Kendra,https://www.glamira.com.au/glamira-ring-kendra.html?alloy=white-585&diamond=diamond-Brillant
90823,Engagement Ring Adira 0.27 crt,https://www.glamira.com.au/glamira-ring-adira-0.27-crt.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-sapphire
101988,GLAMIRA Prsten Lonesha,https://www.glamira.cz/glamira-prsten-lonesha.html?alloy=white-585&diamond=black-onyx&stone2=diamond-Brillant
110478,Férfi Medál Yann,https://www.glamira.hu/glamira-ferfi-medal-yann.html?alloy=yellow-375&diamond=diamond-sapphire
90937,Verlobungsring Bridal Rise 0.1crt,https://www.glamira.de/glamira-ring-bridal-rise-0-1crt.html?alloy=yellow_white-585&diamond=diamond-Brillant
102090,Dečiji narukvica Rachana,https://www.glamira.rs/glamira-bracelet-rachana.html?alloy=red-585
92375,Eljegyzési gyűrű Savanna 0.1 crt,https://www.glamira.hu/glamira-gyuru-savanna-0.1-crt.html?stone2=diamond-Brillant&alloy=white_red-585&diamond=diamond-Brillant
90738,Zásnubní prsten Gorion,https://www.glamira.cz/glamira-prsten-gorion.html?diamond=topaz-Blue&alloy=white-585
99470,Мъжка Брачна халка Infinite Pass 5 mm,https://www.glamira.bg/herrenring-infinite-pass-5-mm.html?fbclid=IwAR2CkOMJIGBGLgGuB048EjbxCtCjarICIzy1U0MNBZJgPQ_cXj3XWDH7nvI&alloy=white_yellow-585
90784,Bridal Set Gemmiferous,https://www.glamira.co.za/glamira-bridal-set-gemmiferous.html?stone3=diamond-Swarovsky&diamond=diamond-Brillant
109532,Naise ripats Zoya,https://www.glamira.ee/glamira-pendant-zoya.html?alloy=white-silber&diamond=diamond-Brillant
108525,Herrenring Essential Love 8 mm,https://www.ring-paare.de/herrenring-essential-love-8-mm.html?alloy=red-585
90293,GLAMIRA Bridal Set Lovebirds-Ring B,https://www.glamira.co.za/bridal-set-lovebirds-ring-b.html?alloy=white-585&diamond=diamond-sapphire
92292,Eljegyzési gyűrű Brianna 0.1 crt,https://www.glamira.hu/glamira-gyuru-brianna-0.1-crt.html?stone2=diamond-Brillant&alloy=white_red-585&diamond=diamond-Brillant
101884,GLAMIRA Ring Merranda,https://www.glamira.com.au/glamira-ring-merranda.html?alloy=white_red-585
92073,Damen anhänger Vinny,https://www.glamira.de/glamira-anhanger-vinny.html?alloy=yellow-750&diamond=diamond-Brillant&pearl=black_pearl
103959,Damen anhänger Toucan,https://www.glamira.de/glamira-anhanger-toucan.html?alloy=white-platin&diamond=topaz-Blue&stone2=diamond-Brillant
90762,Zásnubný prsteň Alfrida,https://www.glamira.sk/glamira-ring-alfrida.html?alloy=white-585&diamond=diamond-Brillant
90949,Bague de fiançailles Paris 0.16crt,https://www.glamira.fr/glamira-bague-paris-0.16crt.html?stone2=diamond-Swarovsky
110024,GLAMIRA Bague Timonie,https://www.glamira.fr/glamira-bague-timonie.html?alloy=white-silber&diamond=emerald&stone2=emerald
91259,Steely Love,https://www.glamira.de/steely-love.html?stone=diamond-Brillant&alloy=white_yellow-edelstahl585
99576,Мъжки обеци Feoras,https://www.glamira.bg/glamira-men-earring-feoras.html?alloy=yellow-750
90805,GLAMIRA Bridal Set Soft Life Ring A,https://www.glamira.com.au/glamira-bridal-set-soft-life-ring-a.html?alloy=white-585&diamond=emerald&stone2=diamond-sapphire
92183,Eljegyzési gyűrű Daffney 0.16 crt,https://www.glamira.hu/glamira-gyuru-daffney-0.16-crt.html?alloy=white_red-585&diamond=diamond-Brillant&stone2=diamond-Brillant
103471,Women's Ring Ehtel,https://www.glamira.co.uk/glamira-ring-ehtel.html?diamond=ruby&alloy=white-750
102478,Dames Armband Sorin,https://www.glamira.nl/glamira-armbanden-sorin.html?alloy=yellow-585&diamond=diamond-Brillant
97967,Natural Sensation 3 mm,https://www.glamira.it/natural-sensation-3-mm.html?stone=diamond-Brillant&alloy=red_white-585
91997,GLAMIRA Pendant Paiva,https://www.glamira.com/glamira-pendant-paiva.html?alloy=yellow-585&gclid=EAIaIQobChMIks2NyPTn6QIVTKkBCh1rcgHOEAEYASADEgLXtvD_BwE&diamond=diamond-Brillant
92493,Dámsky prívesok Inga,https://www.glamira.sk/glamira-pendant-inga.html?alloy=white-750&diamond=diamond-Brillant
104056,Kvinnens ørering Nilasha,https://www.glamira.no/glamira-orering-nilasha.html?alloy=white-375&diamond=diamond-Swarovsky
90438,Celtic Claddagh,https://www.ring-paare.de/celtic-claddagh.html?gclid=CjwKCAjwt-L2BRA_EiwAacX32ebdKC8YGUE-YLSGBvYcVh1HilmAdwvRIrLGPuiXON-Y1Xd9etCCBxoCGGgQAvD_BwE&alloy=white_red-375
98421,GLAMIRA Ring Cascate,https://www.glamira.com.au/glamira-ring-cascate.html?alloy=white_red-585
93296,Classic Search 3mm,https://www.glamira.co.uk/classic-search-3mm.html?alloy=white-silber&stone=diamond-Brillant
102484,Damen armband Tanel,https://www.glamira.de/glamira-armband-tanel.html?alloy=red-375&diamond=diamond-Brillant
92792,Női karikagyűrű Classic Choice 3 mm,https://www.glamira.hu/noi-gyuru-classic-choice-3-mm.html?alloy=red-585
110413,Herren-Anhänger Jaxton,https://www.glamira.de/glamira-herren-anhanger-jaxton.html?alloy=white-375&diamond=diamond-Brillant&stone2=cabochon-Onyx
90742,Glamira Anello Gaby,https://www.glamira.it/glamira-anello-gaby.html?alloy=red_white-585&diamond=diamond-Brillant&stone2=diamond-sapphire
98255,Verlobungsring Fayette,https://www.glamira.de/glamira-ring-fayette.html?stone2=diamond-Brillant&diamond=diamond-Brillant&alloy=yellow-750
96636,Inel de Logodnă Rosalind,https://www.glamira.ro/glamira-ring-rosalind.html?diamond=yellowdiamond&alloy=white-platin
104233,Naise ripats Arlecia,https://www.glamira.ee/glamira-pendant-arlecia.html?diamond=diamond-Brillant&alloy=white-silber
111305,GLAMIRA Nyaklánc Syble,https://www.glamira.hu/glamira-nyaklanc-syble.html?alloy=red-375
91150,Glamira Cross Riipus Croce,https://www.glamira.fi/glamira-cross-riipus-croce.html?alloy=red-585&diamond=diamond-sapphire
92746,Herren trauring Classic Shield 4mm,https://www.glamira.de/herrenring-classic-shield-4mm.html?gclid=CjwKCAjwt-L2BRA_EiwAacX32aIMoc-TM_NWrFHX16TB88ft1o-mnw1TroHOHN4KoUmlQCwHphgD_hoCpjAQAvD_BwE&alloy=yellow-585
92168,Anello di fidanzamento Almira,https://www.glamira.it/glamira-anello-almira.html?alloy=white-375&diamond=aquamarine
96661,GLAMIRA Prsteň Miercoles,https://www.glamira.sk/glamira-ring-miercoles.html?stone2=diamond-Brillant&diamond=emerald&alloy=red_white-375
108913,Paarring Infinite Anticipation,https://www.glamira.de/infinite-anticipation.html?alloy=white-silber&stone=diamond-Zirconia&stone2=diamond-Brillant
95577,Anello da donna Alluring Star 3 mm,https://www.glamira.it/anello-da-donna-alluring-star-3-mm.html?alloy=white-silber&stone=diamond-Zirconia
98249,GLAMIRA Ring Cesarina,https://www.glamira.com.au/glamira-ring-cesarina.html?alloy=white_red-585&diamond=diamond-sapphire
104232,Damen anhänger Samariel,https://www.glamira.de/glamira-anhanger-samariel.html?alloy=white-585&diamond=green-sapphire&stone2=diamond-sapphire
92325,Zásnubní prsten Jemma 0.5 crt,https://www.glamira.cz/glamira-prsten-jemma-0.5-crt.html?diamond=diamond-Swarovsky&alloy=white-silber
91033,Eljegyzési gyűrű Jessica 0.25crt,https://www.glamira.hu/glamira-gyuru-jessica-0.25crt.html?alloy=white-375&diamond=diamond-Brillant
